Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,225.000000,228.899994,224.500000,227.800003,222.831543,6449426
2016-01-04,226.949997,226.949997,220.050003,220.699997,215.886398,14092071
2016-01-05,222.800003,222.800003,217.000000,217.750000,213.000748,15074848
2016-01-06,217.899994,219.899994,216.399994,216.850006,212.120361,11921123
2016-01-07,214.000000,214.100006,209.000000,209.550003,204.979584,14342279
2016-01-08,212.000000,212.500000,208.600006,208.949997,204.392654,11745840
2016-01-11,206.800003,207.500000,202.649994,204.300003,199.844101,19287860
2016-01-12,204.850006,205.000000,198.600006,199.399994,195.050964,20318816
2016-01-13,201.350006,202.399994,194.000000,200.899994,196.518250,23788247
2016-01-14,197.000000,201.500000,194.300003,196.050003,191.774017,20256636
2016-01-15,197.800003,197.800003,181.000000,184.300003,180.280304,29090426
2016-01-18,184.899994,188.149994,179.149994,181.000000,177.052277,35653244
2016-01-19,182.149994,187.800003,181.500000,182.949997,178.959747,24501774
2016-01-20,180.649994,180.649994,171.500000,173.649994,169.862579,28655794
2016-01-21,177.000000,178.649994,172.050003,175.600006,171.770065,28697205
2016-01-22,179.899994,185.399994,178.300003,184.600006,180.573761,21432409
2016-01-25,187.899994,188.800003,182.500000,182.949997,178.959747,17534650
2016-01-27,184.399994,186.199997,181.050003,184.399994,180.378113,16569813
2016-01-28,184.199997,185.899994,182.500000,185.250000,181.209579,20241030
2016-01-29,184.199997,185.750000,178.100006,179.899994,175.976257,24259147
2016-02-01,181.949997,181.949997,172.100006,172.750000,168.982208,22915269
2016-02-02,173.100006,177.399994,168.600006,169.399994,165.705276,35957332
2016-02-03,167.800003,167.800003,163.250000,166.050003,162.428345,24132003
2016-02-04,169.300003,169.800003,160.199997,162.850006,159.298141,23811109
2016-02-05,163.699997,169.300003,162.199997,168.199997,164.531448,22732245
2016-02-08,169.449997,176.899994,168.550003,172.149994,168.395294,22289005
2016-02-09,168.000000,172.399994,166.100006,167.050003,163.406540,19008384
2016-02-10,165.000000,166.199997,158.000000,159.000000,155.532104,32294785
2016-02-11,159.500000,167.500000,152.199997,154.250000,150.885712,72749830
2016-02-12,156.149994,157.649994,148.250000,154.800003,151.423721,41187889
2016-02-15,159.000000,170.000000,158.000000,167.850006,164.189087,35956266
2016-02-16,170.750000,170.750000,155.649994,156.399994,152.988800,33816243
2016-02-17,155.000000,159.850006,151.250000,158.949997,155.483200,32447698
2016-02-18,161.949997,163.699997,156.399994,159.800003,156.314667,21024178
2016-02-19,157.899994,165.300003,157.100006,164.699997,161.107788,24592575
2016-02-22,165.949997,166.800003,163.699997,164.949997,161.352325,15815058
2016-02-23,165.000000,165.000000,158.000000,158.500000,155.043015,20200068
2016-02-24,156.000000,160.699997,155.300003,156.300003,152.891006,19440950
2016-02-25,157.600006,158.100006,151.000000,151.800003,148.489151,22713124
2016-02-26,155.500000,158.699997,152.550003,155.899994,152.499710,30051402
