Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,252.500000,253.649994,242.600006,243.600006,241.416748,25988990
2017-01-03,244.000000,246.399994,241.100006,244.899994,242.705093,15963085
2017-01-04,245.800003,246.399994,242.199997,242.899994,240.723007,11225978
2017-01-05,245.000000,245.899994,243.699997,245.350006,243.151062,11970913
2017-01-06,246.000000,249.000000,245.500000,245.899994,243.696121,12354302
2017-01-09,246.399994,248.350006,246.000000,247.050003,244.835831,8329253
2017-01-10,247.699997,249.000000,246.399994,248.300003,246.074631,9352013
2017-01-11,249.649994,253.199997,249.000000,252.149994,249.890106,13415303
2017-01-12,252.899994,254.449997,250.550003,251.250000,248.998184,11282323
2017-01-13,252.000000,252.600006,249.100006,250.899994,248.651321,9333736
2017-01-16,251.050003,256.399994,250.699997,255.750000,253.457855,13234727
2017-01-17,257.450012,258.649994,254.399994,256.000000,253.705612,9480201
2017-01-18,257.100006,259.299988,256.600006,258.350006,256.034546,8048897
2017-01-19,257.200012,262.000000,256.500000,258.399994,256.084106,13029151
2017-01-20,258.500000,260.500000,250.300003,251.050003,248.799973,15341756
2017-01-23,251.000000,255.199997,250.100006,254.149994,251.872192,9339939
2017-01-24,255.100006,257.000000,254.000000,254.899994,252.615463,13540202
2017-01-25,255.550003,261.000000,254.199997,259.200012,256.876953,16343545
2017-01-27,260.299988,268.200012,259.500000,266.450012,264.061981,18039379
2017-01-30,265.850006,267.899994,263.399994,263.950012,261.584381,11884795
2017-01-31,261.149994,263.850006,259.649994,260.350006,258.016632,8899165
2017-02-01,262.000000,271.899994,261.600006,270.700012,268.273865,27253142
2017-02-02,271.850006,275.000000,268.700012,273.299988,270.850555,20139955
2017-02-03,273.000000,278.549988,272.000000,277.549988,275.062469,15366890
2017-02-06,280.000000,282.500000,276.000000,277.049988,274.566956,14725291
2017-02-07,277.850006,280.000000,276.299988,277.899994,275.409332,10981984
2017-02-08,278.100006,279.250000,272.600006,277.200012,274.715607,13622088
2017-02-09,278.799988,280.299988,270.850006,275.850006,273.377716,16080181
2017-02-10,278.750000,282.799988,275.000000,276.350006,273.873230,37580487
2017-02-13,277.799988,278.250000,270.200012,271.649994,269.215332,19853043
2017-02-14,272.000000,273.000000,268.100006,270.200012,267.778351,13306738
2017-02-15,270.950012,272.500000,267.049988,268.950012,266.539551,12201568
2017-02-16,277.000000,277.000000,269.649994,270.500000,268.075653,21794688
2017-02-17,271.149994,273.649994,267.700012,269.350006,266.935974,17830528
2017-02-20,269.899994,271.549988,268.000000,269.649994,267.233276,9229363
2017-02-21,270.000000,271.500000,268.649994,270.700012,268.273865,7754157
2017-02-22,271.899994,274.700012,269.500000,272.299988,269.859497,12617613
2017-02-23,271.700012,273.000000,269.600006,270.450012,268.026123,13146194
2017-02-27,270.799988,271.450012,267.600006,268.250000,265.845825,9645350
2017-02-28,268.899994,271.250000,268.000000,269.200012,266.787323,7941592
2017-03-01,270.000000,273.299988,269.799988,271.750000,269.314453,7656892
2017-03-02,273.000000,274.700012,266.500000,267.299988,264.904327,14220808
2017-03-03,266.250000,268.899994,264.250000,265.049988,262.674500,10120034
2017-03-06,266.600006,270.350006,266.350006,269.850006,267.431488,9515073
2017-03-07,270.799988,270.899994,266.399994,267.799988,265.399841,11599142
2017-03-08,267.799988,270.299988,266.000000,269.899994,267.481018,9122987
2017-03-09,269.000000,273.899994,268.399994,273.250000,270.800995,15594429
2017-03-10,274.500000,275.549988,269.500000,272.049988,269.611755,9557026
2017-03-14,278.399994,278.399994,273.799988,274.649994,272.188446,15734886
2017-03-15,272.649994,280.500000,272.649994,277.350006,274.864258,20055974
2017-03-16,278.000000,280.200012,276.049988,279.299988,276.796783,18005184
2017-03-17,279.450012,279.500000,273.500000,274.149994,271.692932,14265642
2017-03-20,274.750000,274.750000,271.799988,273.899994,271.445190,9678185
2017-03-21,274.399994,277.049988,270.149994,272.350006,269.909088,11898233
2017-03-22,270.299988,271.000000,266.799988,267.500000,265.102539,9887203
2017-03-23,269.000000,269.399994,266.700012,268.500000,266.093567,7998170
2017-03-24,269.500000,278.950012,268.649994,276.500000,274.021881,20133467
2017-03-27,276.000000,280.799988,275.200012,279.450012,276.945465,15966114
2017-03-28,280.649994,282.899994,278.500000,282.100006,279.571686,18673371
2017-03-29,283.149994,289.899994,283.149994,288.450012,285.864807,31008407
2017-03-30,289.000000,293.750000,288.850006,291.049988,288.441467,19683170
2017-03-31,292.000000,295.000000,288.500000,293.399994,290.770416,20185269
2017-04-03,294.799988,295.700012,292.200012,293.149994,290.522644,10509610
2017-04-05,293.299988,298.750000,289.649994,297.350006,294.685028,21936647
2017-04-06,295.450012,297.549988,291.450012,292.850006,290.225342,18413111
2017-04-07,291.700012,294.799988,287.649994,289.450012,286.855835,10765502
2017-04-10,289.799988,290.350006,286.549988,289.350006,286.756714,10307875
2017-04-11,289.299988,295.149994,288.799988,294.500000,291.860565,11682024
2017-04-12,294.000000,295.450012,289.100006,290.149994,287.549530,13251421
2017-04-13,290.250000,293.100006,290.000000,291.549988,288.936981,9944020
2017-04-17,291.100006,292.750000,288.500000,289.899994,287.301788,8146800
2017-04-18,291.049988,296.899994,288.399994,290.299988,287.698181,13457050
2017-04-19,291.549988,291.750000,282.899994,284.049988,281.504211,18149995
2017-04-20,283.899994,286.899994,282.200012,284.799988,282.247467,14514929
2017-04-21,287.000000,287.000000,279.250000,282.200012,279.670807,12042308
2017-04-24,283.250000,287.850006,280.899994,286.049988,283.486267,10077853
2017-04-25,287.500000,288.799988,285.000000,286.049988,283.486267,11531902
2017-04-26,287.100006,289.500000,283.350006,286.450012,283.882721,13836891
2017-04-27,286.450012,287.950012,281.049988,282.049988,279.522125,22622372
2017-04-28,283.000000,290.750000,282.500000,289.750000,287.153137,14152004
2017-05-02,290.250000,292.500000,287.100006,288.299988,285.716125,9754789
2017-05-03,289.399994,293.200012,285.799988,289.799988,287.202667,13950914
2017-05-04,294.000000,300.000000,293.100006,299.049988,296.369781,24534923
2017-05-05,301.000000,304.899994,292.149994,296.000000,293.347107,34756331
2017-05-08,296.100006,300.750000,293.899994,299.399994,296.716644,11560550
2017-05-09,300.899994,300.899994,295.250000,296.500000,293.842621,7843574
2017-05-10,297.000000,298.149994,293.000000,294.450012,291.811005,8699405
2017-05-11,295.899994,299.399994,294.450012,298.100006,295.428314,11934889
2017-05-12,300.000000,302.600006,296.000000,297.899994,295.230072,13376269
2017-05-15,298.399994,302.000000,297.500000,301.399994,298.698700,10383539
2017-05-16,302.000000,308.399994,299.350006,307.500000,304.744049,17533439
2017-05-17,308.000000,308.799988,305.500000,307.649994,304.892700,14120513
2017-05-18,304.850006,307.899994,302.000000,302.950012,300.234833,15471393
2017-05-19,304.450012,315.299988,302.000000,308.000000,305.239563,55250969
2017-05-22,308.950012,309.399994,293.200012,294.299988,291.662323,35771221
2017-05-23,295.000000,295.899994,287.250000,288.850006,286.261200,19846852
2017-05-24,290.049988,290.450012,281.649994,283.149994,280.612274,16435958
2017-05-25,284.149994,291.350006,283.549988,290.100006,287.500000,15018467
2017-05-26,290.500000,291.000000,285.299988,288.450012,288.450012,12304394
2017-05-29,288.899994,290.850006,283.299988,284.000000,284.000000,10619968
2017-05-30,283.399994,289.750000,281.049988,288.850006,288.850006,9643418
2017-05-31,289.000000,291.500000,287.200012,288.299988,288.299988,10697171
2017-06-01,287.950012,291.399994,284.600006,287.450012,287.450012,12186700
2017-06-02,289.899994,290.500000,286.350006,287.049988,287.049988,12004368
2017-06-05,288.049988,289.750000,286.750000,287.250000,287.250000,7917410
2017-06-06,292.000000,292.950012,286.600006,287.299988,287.299988,12346121
2017-06-07,288.200012,291.500000,287.200012,290.549988,290.549988,10864355
2017-06-08,292.000000,292.000000,287.750000,288.600006,288.600006,8370299
2017-06-09,288.299988,289.399994,285.799988,288.549988,288.549988,10804887
2017-06-12,286.750000,287.000000,284.299988,284.950012,284.950012,10326846
2017-06-13,285.399994,287.000000,283.000000,283.850006,283.850006,9171049
2017-06-14,285.899994,286.299988,282.600006,284.200012,284.200012,11566255
2017-06-15,283.850006,285.799988,281.350006,284.000000,284.000000,11925641
2017-06-16,284.700012,286.649994,283.250000,285.950012,285.950012,19246907
2017-06-19,286.600006,289.850006,285.299988,288.850006,288.850006,14848661
2017-06-20,287.600006,291.000000,285.600006,290.100006,290.100006,14927701
2017-06-21,288.250000,292.450012,288.250000,290.899994,290.899994,10537576
2017-06-22,291.250000,295.899994,291.049988,294.500000,294.500000,26110402
2017-06-23,294.750000,295.549988,287.799988,288.950012,288.950012,20648597
2017-06-27,289.250000,289.450012,276.799988,279.649994,279.649994,25523129
2017-06-28,277.600006,278.450012,273.750000,276.399994,276.399994,17241351
2017-06-29,277.149994,279.299988,271.649994,272.450012,272.450012,30457363
2017-06-30,272.000000,274.750000,269.700012,273.649994,273.649994,12235472
2017-07-03,274.100006,275.500000,272.549988,274.850006,274.850006,8951033
2017-07-04,275.000000,276.450012,272.049988,273.000000,273.000000,7856082
2017-07-05,273.899994,275.600006,272.350006,274.899994,274.899994,10048734
2017-07-06,275.049988,282.700012,274.600006,281.000000,281.000000,16115817
2017-07-07,280.600006,282.399994,279.200012,280.100006,280.100006,5914038
2017-07-10,284.100006,287.000000,283.200012,285.549988,285.549988,2095795
2017-07-11,287.500000,289.700012,283.000000,283.549988,283.549988,12400820
2017-07-12,284.700012,288.399994,283.200012,287.649994,287.649994,7524835
2017-07-13,288.899994,290.000000,286.549988,288.750000,288.750000,8434324
2017-07-14,288.799988,293.600006,287.250000,291.600006,291.600006,13750192
2017-07-17,292.799988,294.100006,289.649994,293.000000,293.000000,10549310
2017-07-18,291.850006,296.399994,290.000000,291.000000,291.000000,11913832
2017-07-19,291.500000,294.000000,291.399994,293.299988,293.299988,9006728
2017-07-20,293.000000,294.250000,290.049988,290.950012,290.950012,6256500
2017-07-21,291.049988,292.200012,288.250000,290.649994,290.649994,7266604
2017-07-24,290.799988,296.299988,290.700012,294.549988,294.549988,11195781
2017-07-25,296.000000,297.299988,294.649994,296.100006,296.100006,10846999
2017-07-26,296.250000,299.649994,295.250000,295.799988,295.799988,12527914
2017-07-27,297.000000,299.850006,296.200012,298.350006,298.350006,22286060
2017-07-28,297.000000,300.750000,295.600006,299.100006,299.100006,15766196
2017-07-31,299.399994,313.850006,298.000000,312.500000,312.500000,41547584
2017-08-01,314.000000,314.799988,307.950012,309.000000,309.000000,14888804
2017-08-02,310.000000,311.799988,305.299988,307.700012,307.700012,17005571
2017-08-03,307.000000,307.399994,299.100006,300.549988,300.549988,14459919
2017-08-04,300.299988,306.299988,297.600006,305.250000,305.250000,9615344
2017-08-07,305.799988,311.799988,305.149994,311.200012,311.200012,11420767
2017-08-08,311.000000,311.799988,301.200012,303.649994,303.649994,13578680
2017-08-09,302.750000,307.450012,300.100006,302.299988,302.299988,15852734
2017-08-10,301.200012,302.399994,292.000000,296.700012,296.700012,14519518
